AGENCIA,CONTA,BANCO,TITULAR,OPERACAO,DATAHORA,VALOR
9999,0004,SANTANDER,ANA,SAQUE,2022-01-25T08:36:09,1192.85
3320,0004,SANTANDER,ANA,SAQUE,2022-01-02T02:06:48,1231.33
9999,0007,SANTANDER,ANA,TRANSFERENCIA,2022-01-12T10:32:32,2684.08
1520,0001,SANTANDER,ANA,SAQUE,2022-02-21T11:11:01,4281.39
9999,0001,SANTANDER,ANA,SAQUE,2022-01-02T11:12:56,4853.82
2220,0002,SANTANDER,JOAO,TRANSFERENCIA,2022-02-22T13:14:41,1125.68
1520,0002,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-29T02:36:18,93.78
2220,0007,SANTANDER,PAULA,DEPOSITO,2022-02-27T12:33:24,712.46
1520,0001,SANTANDER,JOAO,DEPOSITO,2022-01-02T05:35:51,4223.15
1520,0007,SANTANDER,JOAO,TRANSFERENCIA,2022-02-04T08:52:09,4891.37
1044,0004,SANTANDER,ANA,TRANSFERENCIA,2022-01-27T22:15:51,123.47
2220,0001,SANTANDER,CARLOS,SAQUE,2022-02-19T12:00:03,2273.53
2220,0007,SANTANDER,JULIA,TRANSFERENCIA,2022-01-30T15:08:27,1229.17
1044,0004,SANTANDER,BRUNO,DEPOSITO,2022-02-11T05:24:52,3041.81
9999,0007,SANTANDER,BIA,SAQUE,2022-02-24T16:20:31,1886.29
2220,0002,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-16T04:51:07,1092.98
1044,0002,SANTANDER,PAULA,SAQUE,2022-01-19T12:15:31,3382.27
9999,0001,SANTANDER,BIA,TRANSFERENCIA,2022-01-04T21:52:57,1633.00
2220,0004,SANTANDER,MARIA,DEPOSITO,2022-01-07T02:32:50,3426.45
1044,0002,SANTANDER,JOAO,DEPOSITO,2022-02-08T13:29:11,2592.30
3320,0002,SANTANDER,BIA,TRANSFERENCIA,2022-02-13T02:29:48,1923.87
9999,0001,SANTANDER,BRUNO,SAQUE,2022-02-04T09:23:53,4051.94
1520,0001,SANTANDER,PAULA,SAQUE,2022-01-16T13:09:32,3403.86
3320,0002,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-24T07:58:28,2207.74
3320,0007,SANTANDER,JULIA,TRANSFERENCIA,2022-01-05T09:27:41,337.85
1520,0004,SANTANDER,JULIA,DEPOSITO,2022-01-08T06:55:40,943.02
2220,0001,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-24T12:28:40,715.30
1520,0001,SANTANDER,MARIA,TRANSFERENCIA,2022-01-28T20:38:32,2306.87
3320,0001,SANTANDER,PAULA,SAQUE,2022-01-25T18:58:54,2306.86
2220,0002,SANTANDER,ANA,DEPOSITO,2022-01-12T18:02:54,1403.57
1044,0004,SANTANDER,BRUNO,DEPOSITO,2022-02-13T21:23:10,4513.66
3320,0001,SANTANDER,MARIA,DEPOSITO,2022-02-19T16:42:37,2669.43
9999,0002,SANTANDER,BRUNO,DEPOSITO,2022-01-23T11:11:15,2367.62
1520,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-20T17:56:23,4440.17
1044,0002,SANTANDER,RAFAEL,SAQUE,2022-01-05T09:40:01,623.75
9999,0004,SANTANDER,PAULA,TRANSFERENCIA,2022-01-11T02:27:07,2023.60
2220,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-05T14:04:33,4450.30
1044,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-04T15:57:26,3755.53
3320,0004,SANTANDER,CARLOS,DEPOSITO,2022-01-18T22:06:36,2779.18
3320,0007,SANTANDER,MARIA,DEPOSITO,2022-01-20T22:12:35,1312.25
2220,0001,SANTANDER,RAFAEL,DEPOSITO,2022-01-22T02:52:54,3820.74
2220,0002,SANTANDER,MARIA,DEPOSITO,2022-02-24T18:09:20,976.54
1520,0001,SANTANDER,JULIA,DEPOSITO,2022-01-13T23:32:07,3815.81
9999,0002,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-01T16:06:36,1528.34
1520,0002,SANTANDER,JOAO,TRANSFERENCIA,2022-02-20T22:32:23,3935.79
3320,0004,SANTANDER,BIA,SAQUE,2022-01-08T20:31:42,2009.80
2220,0007,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-18T22:53:54,3627.05
3320,0007,SANTANDER,RAFAEL,SAQUE,2022-01-20T18:06:26,4389.07
2220,0002,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-17T07:40:58,4049.35
9999,0001,SANTANDER,RAFAEL,SAQUE,2022-02-05T07:39:56,1727.43
3320,0002,SANTANDER,ANA,TRANSFERENCIA,2022-02-18T22:03:46,2675.11
1520,0002,SANTANDER,MARIA,SAQUE,2022-02-08T14:18:03,2433.92
2220,0001,SANTANDER,JULIA,SAQUE,2022-02-18T21:36:28,1555.23
2220,0007,SANTANDER,BRUNO,SAQUE,2022-01-16T00:06:19,2554.99
1044,0001,SANTANDER,PAULA,SAQUE,2022-02-10T03:50:41,4566.85
1044,0001,SANTANDER,JOAO,DEPOSITO,2022-01-03T22:33:44,1241.66
1520,0007,SANTANDER,PAULA,TRANSFERENCIA,2022-01-08T05:41:04,869.00
9999,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-01-22T11:53:05,3009.08
9999,0004,SANTANDER,BIA,SAQUE,2022-01-06T14:49:52,3885.69
3320,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-02-20T04:26:48,482.93
2220,0004,SANTANDER,JULIA,TRANSFERENCIA,2022-01-31T17:58:06,1226.19
2220,0002,SANTANDER,JULIA,SAQUE,2022-01-05T03:35:08,2193.92
1044,0007,SANTANDER,MARIA,TRANSFERENCIA,2022-01-09T07:13:21,1703.96
3320,0002,SANTANDER,JOAO,TRANSFERENCIA,2022-02-07T17:58:34,2491.99
1520,0001,SANTANDER,BIA,DEPOSITO,2022-02-07T10:47:00,2456.57
1520,0004,SANTANDER,MARIA,SAQUE,2022-02-24T12:03:46,4436.99
1520,0004,SANTANDER,CARLOS,DEPOSITO,2022-01-11T05:07:05,4959.44
3320,0001,SANTANDER,RAFAEL,SAQUE,2022-02-10T18:16:16,641.67
9999,0007,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-02T00:19:05,2014.07
3320,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-23T23:56:39,2129.22
1520,0007,SANTANDER,JULIA,SAQUE,2022-02-13T21:28:27,2296.50
2220,0001,SANTANDER,BRUNO,SAQUE,2022-02-02T05:12:28,3203.47
3320,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-26T12:27:36,247.14
1044,0007,SANTANDER,CARLOS,SAQUE,2022-02-10T02:05:27,2968.72
1044,0002,SANTANDER,BRUNO,DEPOSITO,2022-01-24T15:49:24,3377.61
2220,0004,SANTANDER,BRUNO,SAQUE,2022-02-19T05:51:53,1362.52
3320,0004,SANTANDER,PAULA,DEPOSITO,2022-02-16T18:20:55,3572.66
9999,0004,SANTANDER,BIA,SAQUE,2022-01-27T20:27:58,4822.73
9999,0002,SANTANDER,BRUNO,SAQUE,2022-02-22T00:19:30,4864.82
9999,0002,SANTANDER,PAULA,DEPOSITO,2022-01-31T07:08:24,2707.09
9999,0002,SANTANDER,JULIA,TRANSFERENCIA,2022-02-06T15:14:31,188.62
3320,0004,SANTANDER,CARLOS,DEPOSITO,2022-01-01T10:07:42,912.89
2220,0007,SANTANDER,JOAO,SAQUE,2022-01-12T16:53:02,4930.49
9999,0002,SANTANDER,BIA,DEPOSITO,2022-02-27T01:28:25,2777.40
1520,0007,SANTANDER,MARIA,TRANSFERENCIA,2022-01-01T07:50:50,4812.71
2220,0007,SANTANDER,JULIA,SAQUE,2022-02-27T04:42:08,1459.47
3320,0001,SANTANDER,CARLOS,SAQUE,2022-02-17T15:45:20,1278.05
3320,0007,SANTANDER,BIA,TRANSFERENCIA,2022-01-01T22:23:10,2563.02
2220,0004,SANTANDER,ANA,SAQUE,2022-01-02T11:22:16,2620.52
1520,0007,SANTANDER,JOAO,DEPOSITO,2022-02-18T18:45:58,1035.68
3320,0001,SANTANDER,JULIA,SAQUE,2022-01-30T12:20:56,162.36
2220,0004,SANTANDER,BIA,DEPOSITO,2022-01-18T15:11:02,1795.47
1520,0001,SANTANDER,BRUNO,DEPOSITO,2022-02-13T12:38:11,1822.84
1044,0007,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-06T16:51:57,1061.73
3320,0001,SANTANDER,JOAO,TRANSFERENCIA,2022-02-18T02:23:19,3348.52
1520,0004,SANTANDER,BRUNO,SAQUE,2022-02-02T18:09:41,4953.67
2220,0002,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-28T13:24:56,579.87
9999,0007,SANTANDER,JOAO,SAQUE,2022-02-11T21:40:40,4640.61
1520,0007,SANTANDER,MARIA,TRANSFERENCIA,2022-02-03T06:57:03,969.20
1520,0007,SANTANDER,BRUNO,DEPOSITO,2022-01-03T00:34:35,4022.73
3320,0004,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-06T08:42:25,1883.64
2220,0001,SANTANDER,RAFAEL,SAQUE,2022-01-29T11:33:32,1065.40
2220,0007,SANTANDER,ANA,DEPOSITO,2022-02-02T06:32:51,4234.94
1044,0004,SANTANDER,BRUNO,SAQUE,2022-02-07T07:57:46,2783.42
1044,0002,SANTANDER,BRUNO,SAQUE,2022-02-06T04:30:17,972.59
9999,0002,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-27T04:03:07,4763.05
9999,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-05T20:55:32,2734.13
1520,0007,SANTANDER,ANA,TRANSFERENCIA,2022-02-23T23:30:50,181.95
1520,0004,SANTANDER,JOAO,SAQUE,2022-02-10T16:25:29,4905.66
1044,0007,SANTANDER,CARLOS,DEPOSITO,2022-01-11T05:21:44,691.43
2220,0001,SANTANDER,BIA,SAQUE,2022-02-13T17:00:25,3062.71
3320,0002,SANTANDER,BIA,SAQUE,2022-01-03T03:18:36,3003.70
1044,0004,SANTANDER,JULIA,SAQUE,2022-01-16T20:34:33,424.75
3320,0004,SANTANDER,ANA,DEPOSITO,2022-02-12T16:10:13,3033.69
9999,0001,SANTANDER,JOAO,DEPOSITO,2022-01-19T00:20:12,1713.85
2220,0007,SANTANDER,FELIPE,SAQUE,2022-01-06T13:45:15,1908.57
3320,0007,SANTANDER,ANA,DEPOSITO,2022-02-21T03:43:17,4876.06
2220,0001,SANTANDER,ANA,SAQUE,2022-01-06T02:34:51,1424.81
3320,0007,SANTANDER,PAULA,DEPOSITO,2022-02-16T22:06:49,4772.02
2220,0004,SANTANDER,BIA,TRANSFERENCIA,2022-01-20T14:03:28,3717.17
3320,0004,SANTANDER,BIA,DEPOSITO,2022-02-16T13:10:34,1091.39
1520,0007,SANTANDER,PAULA,DEPOSITO,2022-02-01T21:18:39,3897.54
9999,0001,SANTANDER,FELIPE,SAQUE,2022-02-28T17:15:57,1529.39
1044,0001,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-27T23:23:29,4510.88
3320,0002,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-13T09:17:12,2019.01
1044,0001,SANTANDER,JULIA,TRANSFERENCIA,2022-02-07T17:37:36,1935.02
1044,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-26T14:46:36,1954.85
1520,0007,SANTANDER,RAFAEL,DEPOSITO,2022-01-23T12:28:16,2824.66
1520,0004,SANTANDER,MARIA,TRANSFERENCIA,2022-01-24T05:43:30,1618.44
1520,0004,SANTANDER,BIA,SAQUE,2022-01-28T07:49:48,3949.98
1044,0007,SANTANDER,CARLOS,SAQUE,2022-02-14T11:18:50,267.43
3320,0004,SANTANDER,CARLOS,DEPOSITO,2022-02-03T08:37:19,3631.99
2220,0007,SANTANDER,MARIA,SAQUE,2022-02-28T09:45:30,1670.90
2220,0002,SANTANDER,RAFAEL,DEPOSITO,2022-01-27T22:04:33,4524.25
2220,0004,SANTANDER,MARIA,TRANSFERENCIA,2022-01-24T20:29:41,3055.14
1044,0007,SANTANDER,JOAO,SAQUE,2022-02-13T13:51:32,2731.15
9999,0001,SANTANDER,JULIA,DEPOSITO,2022-02-10T04:28:07,2616.45
9999,0001,SANTANDER,JOAO,TRANSFERENCIA,2022-02-06T03:00:19,2675.17
2220,0007,SANTANDER,JOAO,TRANSFERENCIA,2022-02-15T14:27:41,1791.78
1520,0002,SANTANDER,BIA,TRANSFERENCIA,2022-01-21T22:08:02,4190.36
9999,0002,SANTANDER,ANA,DEPOSITO,2022-02-13T20:53:13,4187.78
2220,0004,SANTANDER,BRUNO,SAQUE,2022-01-09T22:21:12,3815.61
2220,0007,SANTANDER,MARIA,TRANSFERENCIA,2022-02-09T03:39:10,907.30
2220,0007,SANTANDER,RAFAEL,DEPOSITO,2022-01-07T19:06:56,2019.37
3320,0002,SANTANDER,RAFAEL,DEPOSITO,2022-01-21T03:48:44,3955.81
1520,0002,SANTANDER,JOAO,SAQUE,2022-01-14T19:50:51,3721.37
2220,0002,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-20T01:41:55,2107.47
1520,0004,SANTANDER,BRUNO,DEPOSITO,2022-02-05T13:27:53,4045.99
1044,0007,SANTANDER,PAULA,SAQUE,2022-01-31T08:52:52,1125.76
1044,0004,SANTANDER,JULIA,DEPOSITO,2022-02-24T16:13:30,3249.55
1044,0001,SANTANDER,FELIPE,SAQUE,2022-02-15T03:42:32,1902.07
1520,0001,SANTANDER,MARIA,TRANSFERENCIA,2022-01-18T03:35:08,4320.32
9999,0002,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-16T21:01:45,2663.64
1520,0002,SANTANDER,JOAO,DEPOSITO,2022-01-24T21:26:36,4292.60
1044,0001,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-04T10:57:54,1997.53
2220,0007,SANTANDER,BIA,SAQUE,2022-01-04T17:21:24,4637.01
9999,0002,SANTANDER,JULIA,SAQUE,2022-01-09T16:29:22,3928.39
1044,0002,SANTANDER,CARLOS,SAQUE,2022-01-27T10:42:01,4461.82
1520,0004,SANTANDER,PAULA,DEPOSITO,2022-02-19T21:46:30,3447.87
3320,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-10T12:14:44,4880.32
1520,0002,SANTANDER,PAULA,DEPOSITO,2022-02-25T09:38:14,3714.07
3320,0002,SANTANDER,JULIA,SAQUE,2022-02-01T21:59:10,2180.01
9999,0004,SANTANDER,FELIPE,SAQUE,2022-01-10T02:17:17,2757.50
1044,0004,SANTANDER,PAULA,DEPOSITO,2022-02-06T17:17:00,420.79
3320,0004,SANTANDER,JOAO,TRANSFERENCIA,2022-02-10T05:39:50,1407.43
1520,0002,SANTANDER,MARIA,TRANSFERENCIA,2022-01-30T19:10:35,315.92
2220,0002,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-09T14:34:21,1843.64
3320,0002,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-11T13:22:27,1847.91
1044,0004,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-07T04:04:36,638.24
1520,0002,SANTANDER,RAFAEL,DEPOSITO,2022-02-09T22:32:20,2275.35
3320,0007,SANTANDER,CARLOS,DEPOSITO,2022-01-06T00:42:07,381.55
9999,0002,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-12T02:51:34,4463.17
3320,0004,SANTANDER,JULIA,DEPOSITO,2022-01-26T10:51:05,4127.93
1044,0007,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-11T01:16:47,4030.71
1520,0007,SANTANDER,RAFAEL,SAQUE,2022-01-25T02:01:14,3911.07
9999,0004,SANTANDER,PAULA,DEPOSITO,2022-01-08T02:03:53,1225.07
1044,0001,SANTANDER,PAULA,TRANSFERENCIA,2022-01-27T12:37:23,3092.57
9999,0004,SANTANDER,JOAO,DEPOSITO,2022-02-22T00:12:54,4423.60
3320,0004,SANTANDER,JOAO,DEPOSITO,2022-01-31T14:37:39,3844.44
2220,0004,SANTANDER,MARIA,SAQUE,2022-01-06T18:32:36,2008.18
1520,0007,SANTANDER,MARIA,SAQUE,2022-02-03T20:42:43,3856.73
2220,0002,SANTANDER,PAULA,SAQUE,2022-02-01T20:45:07,1192.77
1520,0002,SANTANDER,MARIA,DEPOSITO,2022-02-21T22:58:40,1365.09
1044,0002,SANTANDER,BIA,DEPOSITO,2022-01-27T08:33:35,4460.30
3320,0001,SANTANDER,ANA,DEPOSITO,2022-01-02T15:17:53,306.85
3320,0002,SANTANDER,MARIA,TRANSFERENCIA,2022-02-04T11:01:30,4670.51
1520,0007,SANTANDER,RAFAEL,DEPOSITO,2022-01-24T14:04:58,76.45
1044,0002,SANTANDER,BIA,SAQUE,2022-01-04T16:25:11,1200.23
1044,0002,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-16T10:37:59,4399.78
3320,0001,SANTANDER,ANA,TRANSFERENCIA,2022-02-05T08:53:33,3845.09
1044,0004,SANTANDER,BRUNO,SAQUE,2022-02-19T00:42:40,1508.37
2220,0004,SANTANDER,BRUNO,DEPOSITO,2022-02-12T23:16:03,2732.28
3320,0002,SANTANDER,BIA,SAQUE,2022-02-28T11:36:21,2902.68
1044,0002,SANTANDER,MARIA,SAQUE,2022-02-26T03:39:33,3410.51
1520,0004,SANTANDER,PAULA,TRANSFERENCIA,2022-02-12T17:01:12,2654.24
3320,0001,SANTANDER,BIA,DEPOSITO,2022-02-16T19:49:59,901.37
9999,0002,SANTANDER,BIA,DEPOSITO,2022-02-20T08:02:04,993.69
1520,0007,SANTANDER,ANA,TRANSFERENCIA,2022-02-27T03:20:06,4286.18
9999,0004,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-02T17:18:15,4163.06
1044,0004,SANTANDER,BRUNO,SAQUE,2022-02-01T00:12:48,3394.89
2220,0007,SANTANDER,JOAO,SAQUE,2022-01-16T04:46:16,2238.10
9999,0007,SANTANDER,ANA,TRANSFERENCIA,2022-02-13T21:14:00,4112.85
1520,0001,SANTANDER,FELIPE,SAQUE,2022-02-17T03:36:59,1707.67
3320,0001,SANTANDER,CARLOS,DEPOSITO,2022-02-26T20:07:40,4556.14
2220,0004,SANTANDER,JULIA,TRANSFERENCIA,2022-01-03T00:37:47,3164.30
1044,0004,SANTANDER,PAULA,DEPOSITO,2022-01-19T11:03:57,3069.77
1520,0002,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-25T19:07:32,4123.64
1044,0001,SANTANDER,PAULA,SAQUE,2022-01-10T19:54:37,2871.21
1520,0001,SANTANDER,MARIA,SAQUE,2022-01-18T13:28:03,290.56
3320,0007,SANTANDER,PAULA,SAQUE,2022-01-07T23:48:20,3675.14
9999,0004,SANTANDER,FELIPE,DEPOSITO,2022-01-09T00:21:55,4894.01
2220,0007,SANTANDER,BRUNO,DEPOSITO,2022-02-16T22:26:27,332.34
1520,0007,SANTANDER,BIA,SAQUE,2022-02-03T15:33:41,915.57
1044,0007,SANTANDER,ANA,SAQUE,2022-01-03T10:06:46,2719.00
1520,0002,SANTANDER,JOAO,TRANSFERENCIA,2022-01-01T12:02:13,377.10
2220,0001,SANTANDER,RAFAEL,SAQUE,2022-01-18T07:52:24,453.81
3320,0001,SANTANDER,JOAO,DEPOSITO,2022-01-29T15:52:48,348.26
2220,0007,SANTANDER,CARLOS,SAQUE,2022-01-04T15:48:33,2749.65
1520,0004,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-23T19:55:07,483.02
2220,0002,SANTANDER,JULIA,SAQUE,2022-01-30T04:40:32,1910.54
1044,0004,SANTANDER,PAULA,SAQUE,2022-01-04T16:51:54,1904.52
2220,0001,SANTANDER,BRUNO,DEPOSITO,2022-01-24T00:00:39,2457.73
2220,0002,SANTANDER,MARIA,DEPOSITO,2022-01-12T20:51:37,2717.38
1520,0001,SANTANDER,PAULA,SAQUE,2022-01-03T11:14:37,2519.41
1044,0007,SANTANDER,BIA,TRANSFERENCIA,2022-01-05T12:19:23,3632.35
1520,0007,SANTANDER,JOAO,TRANSFERENCIA,2022-02-03T11:32:51,3837.21
1044,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-02T03:23:03,2697.22
1044,0007,SANTANDER,ANA,DEPOSITO,2022-02-27T12:46:44,107.42
3320,0002,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-14T18:35:58,4353.55
1044,0004,SANTANDER,PAULA,TRANSFERENCIA,2022-01-09T01:40:39,4167.45
1520,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-01-28T09:56:01,2700.13
2220,0004,SANTANDER,FELIPE,SAQUE,2022-01-05T04:09:30,2690.70
1044,0004,SANTANDER,JULIA,SAQUE,2022-01-26T16:28:44,4385.01
1520,0004,SANTANDER,BIA,TRANSFERENCIA,2022-01-17T21:40:33,131.18
2220,0001,SANTANDER,JOAO,SAQUE,2022-01-15T22:38:50,1963.85
2220,0004,SANTANDER,ANA,DEPOSITO,2022-02-13T08:49:07,1736.74
9999,0007,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-09T16:13:27,4742.44
3320,0002,SANTANDER,ANA,SAQUE,2022-01-11T02:33:49,2356.06
3320,0002,SANTANDER,JOAO,SAQUE,2022-02-03T21:07:52,2535.28
1520,0007,SANTANDER,FELIPE,DEPOSITO,2022-01-22T20:34:45,3426.10
1520,0001,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-02T06:19:09,2676.80
9999,0007,SANTANDER,MARIA,SAQUE,2022-01-17T03:25:41,3859.09
9999,0001,SANTANDER,CARLOS,DEPOSITO,2022-01-23T11:49:10,301.33
1044,0007,SANTANDER,PAULA,SAQUE,2022-01-10T00:08:12,500.52
2220,0001,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-11T06:18:20,4.95
9999,0001,SANTANDER,PAULA,DEPOSITO,2022-02-11T15:25:55,4870.91
1044,0002,SANTANDER,MARIA,DEPOSITO,2022-01-15T18:44:51,4660.62
2220,0002,SANTANDER,PAULA,SAQUE,2022-01-08T01:23:00,63.46
1520,0007,SANTANDER,RAFAEL,DEPOSITO,2022-02-21T01:37:16,3224.25
1044,0007,SANTANDER,CARLOS,SAQUE,2022-01-29T05:40:15,2363.82
3320,0004,SANTANDER,BIA,DEPOSITO,2022-02-11T12:41:10,2746.73
1044,0002,SANTANDER,PAULA,DEPOSITO,2022-01-19T00:47:12,1714.62
1044,0007,SANTANDER,PAULA,DEPOSITO,2022-02-22T06:29:22,2915.12
9999,0007,SANTANDER,PAULA,SAQUE,2022-02-25T14:07:04,1870.26
2220,0007,SANTANDER,JOAO,SAQUE,2022-01-16T15:21:25,4870.85
3320,0007,SANTANDER,JOAO,SAQUE,2022-01-26T17:35:03,3382.09
1520,0004,SANTANDER,JOAO,TRANSFERENCIA,2022-02-12T17:01:50,3980.31
1520,0004,SANTANDER,MARIA,TRANSFERENCIA,2022-02-06T21:24:56,3642.25
3320,0002,SANTANDER,JULIA,SAQUE,2022-01-30T19:15:39,2438.83
2220,0002,SANTANDER,ANA,TRANSFERENCIA,2022-02-27T09:09:19,2093.40
1520,0004,SANTANDER,BIA,TRANSFERENCIA,2022-02-03T10:54:19,3433.80
3320,0002,SANTANDER,RAFAEL,DEPOSITO,2022-01-09T21:30:15,1968.34
9999,0001,SANTANDER,BRUNO,SAQUE,2022-02-23T03:51:53,3675.82
9999,0001,SANTANDER,ANA,TRANSFERENCIA,2022-02-09T16:10:36,1988.63
3320,0001,SANTANDER,BIA,TRANSFERENCIA,2022-01-06T15:06:54,1757.44
1520,0002,SANTANDER,CARLOS,SAQUE,2022-01-27T14:43:34,4078.56
3320,0007,SANTANDER,JULIA,DEPOSITO,2022-02-12T05:53:59,2637.72
9999,0007,SANTANDER,PAULA,TRANSFERENCIA,2022-01-25T03:48:36,1422.59
3320,0004,SANTANDER,CARLOS,SAQUE,2022-02-11T04:56:01,2319.36
3320,0001,SANTANDER,RAFAEL,DEPOSITO,2022-01-29T04:17:09,1207.82
9999,0007,SANTANDER,CARLOS,DEPOSITO,2022-01-30T06:21:45,653.28
3320,0002,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-23T22:31:06,3647.11
9999,0007,SANTANDER,JOAO,TRANSFERENCIA,2022-01-17T17:22:01,2918.92
1044,0001,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-17T09:18:40,2801.19
9999,0001,SANTANDER,RAFAEL,DEPOSITO,2022-02-03T19:56:45,1324.80
3320,0007,SANTANDER,FELIPE,DEPOSITO,2022-02-16T06:58:11,4528.99
3320,0001,SANTANDER,FELIPE,DEPOSITO,2022-02-20T14:30:25,481.79
9999,0007,SANTANDER,BRUNO,DEPOSITO,2022-01-22T15:29:24,1330.50
1044,0001,SANTANDER,BIA,DEPOSITO,2022-01-25T11:55:27,1306.91
2220,0007,SANTANDER,ANA,TRANSFERENCIA,2022-01-18T16:20:06,4249.05
3320,0004,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-08T22:39:51,2580.70
1044,0001,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-18T06:43:15,333.59
1044,0001,SANTANDER,PAULA,SAQUE,2022-01-25T00:48:09,1858.46
3320,0004,SANTANDER,ANA,DEPOSITO,2022-02-14T02:32:40,146.80
1044,0001,SANTANDER,JOAO,DEPOSITO,2022-02-12T16:23:28,1299.82
1044,0001,SANTANDER,PAULA,DEPOSITO,2022-02-10T17:31:19,1562.70
2220,0004,SANTANDER,MARIA,SAQUE,2022-02-22T23:23:46,3332.78
1520,0002,SANTANDER,PAULA,DEPOSITO,2022-01-05T12:15:57,2477.51
3320,0002,SANTANDER,ANA,TRANSFERENCIA,2022-01-28T18:46:45,2703.75
3320,0004,SANTANDER,ANA,SAQUE,2022-01-28T20:36:47,4130.72
9999,0001,SANTANDER,BRUNO,SAQUE,2022-01-19T08:23:53,4399.91
3320,0004,SANTANDER,MARIA,DEPOSITO,2022-02-11T03:47:58,3501.14
1044,0004,SANTANDER,BRUNO,SAQUE,2022-01-26T10:36:55,494.43
9999,0001,SANTANDER,JOAO,TRANSFERENCIA,2022-01-10T16:35:25,1465.21
2220,0002,SANTANDER,BIA,TRANSFERENCIA,2022-01-08T17:14:44,3147.15
9999,0002,SANTANDER,ANA,TRANSFERENCIA,2022-01-25T07:28:34,1409.37
1520,0001,SANTANDER,FELIPE,DEPOSITO,2022-02-16T02:25:28,368.36
2220,0007,SANTANDER,MARIA,DEPOSITO,2022-02-07T09:31:31,3236.23
1044,0002,SANTANDER,BIA,SAQUE,2022-02-27T08:17:57,481.46
2220,0004,SANTANDER,CARLOS,DEPOSITO,2022-02-25T08:00:51,4550.36
1044,0001,SANTANDER,RAFAEL,SAQUE,2022-01-19T16:05:21,144.95
9999,0002,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-05T08:12:53,4311.21
1044,0001,SANTANDER,BIA,TRANSFERENCIA,2022-02-07T18:34:43,1629.64
1044,0001,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-24T20:39:01,1226.28
2220,0004,SANTANDER,ANA,SAQUE,2022-02-10T09:16:19,3200.14
9999,0007,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-02T09:13:02,4644.06
3320,0007,SANTANDER,ANA,DEPOSITO,2022-01-18T07:44:52,4953.47
1520,0001,SANTANDER,RAFAEL,SAQUE,2022-02-05T10:38:30,2898.49
1520,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-19T15:46:57,68.53
3320,0001,SANTANDER,JOAO,DEPOSITO,2022-01-19T22:39:21,2280.87
3320,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-16T12:17:46,3148.51
3320,0001,SANTANDER,JULIA,SAQUE,2022-02-14T02:36:12,353.53
9999,0001,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-17T12:15:27,4697.75
